date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:19	17420/17420	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2018:32:51%20GMT	https://gcdatabase.com/characters/cusack/1	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/characters/cusack/1.html	(from https://gcdatabase.com/characters)
18:04:19	22958/22958	---M--	200	added ('OK')	image/png	etag:%2261cdfb53-59ae%22	https://gcdatabase.com/images/characters/cusack/ssrb_portrait.png	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/images/characters/cusack/ssrb_portrait.png	(from https://gcdatabase.com/characters)
18:04:19	21179/21179	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2018:32:51%20GMT	https://gcdatabase.com/characters/deathpierce/1	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/characters/deathpierce/1.html	(from https://gcdatabase.com/characters)
18:04:19	5798/5798	---M--	200	added ('OK')	image/webp	etag:%2261cdfb53-16a6%22	https://gcdatabase.com/images/characters/deathpierce/ssrg_portrait.webp	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/images/characters/deathpierce/ssrg_portrait.webp	(from https://gcdatabase.com/characters)
18:04:19	21202/21202	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2018:32:51%20GMT	https://gcdatabase.com/characters/deldry/1	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/characters/deldry/1.html	(from https://gcdatabase.com/characters)
18:04:20	5416/5416	---M--	200	added ('OK')	image/webp	etag:%2261cdfb53-1528%22	https://gcdatabase.com/images/characters/deldry/ssrr_portrait.webp	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/images/characters/deldry/ssrr_portrait.webp	(from https://gcdatabase.com/characters)
18:04:20	20444/20444	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2018:32:51%20GMT	https://gcdatabase.com/characters/denzel/1	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/characters/denzel/1.html	(from https://gcdatabase.com/characters)
18:04:20	23362/23362	---M--	200	added ('OK')	image/png	etag:%2261cdfb53-5b42%22	https://gcdatabase.com/images/characters/denzel/ssrr_portrait.png	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/images/characters/denzel/ssrr_portrait.png	(from https://gcdatabase.com/characters)
18:04:20	23468/23468	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2018:32:51%20GMT	https://gcdatabase.com/characters/derieri/1	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/characters/derieri/1.html	(from https://gcdatabase.com/characters)
18:04:20	6008/6008	---M--	200	added ('OK')	image/webp	etag:%2261cdfb53-1778%22	https://gcdatabase.com/images/characters/derieri/ssrr_portrait.webp	C:/Users/avpen/Desktop/Database%207DS/7DS%20DataBase/gcdatabase.com/images/characters/derieri/ssrr_portrait.webp	(from https://gcdatabase.com/characters)
